soil_moisture,Moisture_Trend,Precipitation,weather_humidity,MaxT,MinT,Water_Sensitivity,Irrigation_Decision,Alert_Status,ID
59.12,-4.81,6.46,85.4,40.9,26.3,0,0,0,1690
44.37,3.27,2.33,16.5,44.2,17.0,0,0,1,1691
52.56,0.25,1.57,89.3,31.0,24.3,0,0,0,1692
49.97,2.75,6.83,33.1,29.8,29.3,0,0,0,1693
43.66,-2.66,5.94,63.4,41.2,33.2,1,0,0,1694
49.19,-1.55,7.55,94.2,30.7,16.5,0,1,0,1695
41.7,-4.7,3.09,71.0,33.8,18.4,1,1,0,1696
40.65,4.61,4.48,47.3,25.8,21.6,2,0,0,1697
43.38,1.68,4.05,72.1,38.6,33.2,1,0,1,1698
64.08,4.33,9.84,41.0,33.3,32.5,0,0,0,1699
53.74,-2.35,2.92,35.0,40.2,12.2,1,0,0,1700
64.15,1.11,2.95,99.7,39.5,13.3,0,1,1,1701
50.81,1.78,3.55,77.6,25.4,22.4,0,1,1,1702
47.8,-1.82,5.65,68.0,37.9,12.7,1,0,1,1703
52.65,3.48,2.52,42.0,40.0,18.6,1,1,0,1704
50.99,4.47,9.15,14.4,28.7,13.7,2,0,1,1705
42.64,3.85,2.66,12.8,24.3,25.9,2,0,1,1706
56.02,2.39,8.96,59.9,20.1,33.7,2,1,0,1707
45.4,-2.23,1.03,78.6,31.3,34.9,2,0,1,1708
55.49,-2.18,6.57,58.4,28.8,19.4,2,1,0,1709
56.26,4.63,9.07,85.7,33.9,25.0,1,0,0,1710
43.8,-4.9,1.69,13.0,24.7,31.4,2,0,0,1711
41.53,2.16,9.68,43.0,41.5,12.9,1,0,0,1712
59.52,2.06,4.53,31.3,26.4,27.2,2,0,0,1713
51.5,1.23,9.46,50.3,25.7,20.2,0,1,1,1714
41.45,4.9,6.77,16.5,32.0,15.2,2,0,0,1715
64.87,-1.88,3.02,95.9,32.5,20.1,0,1,1,1716
41.44,-1.6,1.88,30.1,25.4,11.9,1,1,0,1717
57.38,-4.21,3.04,93.0,26.8,27.4,2,0,1,1718
64.59,-0.57,0.93,48.3,24.2,16.3,1,1,0,1719
45.98,-2.39,1.44,98.7,38.0,17.8,2,0,0,1720
43.56,-1.57,1.05,59.9,39.3,13.0,1,1,0,1721
43.03,3.35,4.23,93.8,31.6,31.6,2,1,1,1722
47.58,4.35,7.96,10.5,37.9,22.3,2,0,1,1723
42.53,-3.14,1.41,77.3,38.4,24.3,0,0,1,1724
57.3,-1.27,1.3,91.3,23.5,24.2,1,1,0,1725
41.56,4.29,6.43,22.6,44.2,20.3,1,0,0,1726
52.74,-4.38,1.97,18.7,40.5,14.8,1,0,1,1727
64.92,-4.08,0.98,48.2,25.1,28.6,1,1,0,1728
60.35,-3.37,1.67,94.0,24.7,13.2,1,1,1,1729
55.38,0.95,9.24,58.8,23.1,12.6,0,0,0,1730
47.66,-3.5,8.21,57.5,23.5,27.8,2,1,1,1731
55.6,4.68,3.54,22.7,38.7,15.2,0,0,1,1732
53.18,-0.53,6.56,10.1,31.7,17.7,1,0,0,1733
50.65,0.02,5.37,82.9,39.6,21.9,1,1,1,1734
43.27,-2.53,6.77,17.9,38.7,21.2,2,0,0,1735
62.17,-0.29,6.83,67.0,35.1,27.7,0,1,0,1736
51.24,1.62,6.29,92.3,37.2,25.6,2,0,0,1737
44.87,2.51,2.66,28.8,20.5,26.1,2,0,1,1738
49.19,2.54,0.39,69.9,27.8,27.9,0,0,1,1739
50.35,0.78,4.56,17.1,35.9,17.3,2,1,1,1740
60.69,4.04,8.91,64.3,20.2,18.1,0,1,0,1741
58.34,3.17,5.69,24.8,20.8,20.9,0,0,0,1742
59.23,2.57,8.32,76.2,41.3,17.7,1,1,1,1743
40.28,-4.44,9.92,37.1,37.1,34.6,2,1,0,1744
50.4,-4.93,1.64,51.7,26.6,30.4,1,0,0,1745
52.03,-2.88,6.92,63.9,37.2,14.1,2,1,1,1746
40.48,1.64,6.74,25.4,39.8,10.1,2,1,1,1747
46.5,-0.89,9.8,76.7,27.7,11.1,1,1,0,1748
59.01,-0.98,9.86,37.2,20.9,16.1,1,0,0,1749
43.43,3.85,6.87,69.6,43.3,12.9,1,0,1,1750
53.38,3.96,2.44,24.2,28.6,23.3,0,1,1,1751
45.38,4.09,7.99,71.9,22.7,31.4,2,0,0,1752
40.3,-1.86,1.07,21.5,32.3,28.4,0,1,0,1753
46.03,1.91,7.81,48.3,39.2,15.4,2,0,0,1754
64.4,-2.28,9.1,32.2,25.5,20.0,2,1,1,1755
60.04,-3.09,3.83,77.4,26.7,22.7,0,0,0,1756
63.99,-3.15,6.31,33.6,26.1,30.3,0,1,0,1757
52.2,-1.58,4.3,89.4,44.8,31.0,2,0,0,1758
42.74,-0.7,4.38,90.3,24.9,32.7,1,1,0,1759
53.7,3.31,3.1,27.7,34.4,22.7,1,0,0,1760
51.36,-3.8,7.62,65.2,43.1,27.4,1,0,0,1761
61.11,2.35,9.36,17.9,23.7,12.8,1,0,1,1762
42.45,0.31,9.41,45.2,44.3,24.1,2,1,1,1763
52.21,-2.12,1.75,74.2,43.7,16.2,1,1,1,1764
43.75,-0.07,8.75,69.3,42.1,20.8,1,1,0,1765
48.12,-2.0,7.37,66.2,25.4,25.9,1,0,1,1766
58.43,0.96,2.53,35.4,35.9,16.4,2,1,0,1767
51.9,-0.66,0.67,44.0,39.0,11.3,0,0,0,1768
49.4,-3.36,2.68,19.3,44.7,10.3,1,0,0,1769
49.86,-3.83,9.12,74.7,24.5,10.6,2,0,0,1770
51.49,0.47,6.33,55.3,39.2,10.2,2,1,0,1771
59.63,4.02,7.21,73.8,28.5,12.8,1,0,1,1772
62.3,-1.56,2.57,32.4,24.4,16.0,0,1,1,1773
63.88,2.33,7.19,39.2,30.5,15.5,0,1,1,1774
59.67,1.59,0.28,40.1,39.8,34.7,0,0,0,1775
47.89,4.32,3.75,12.3,31.6,17.7,2,1,1,1776
57.2,3.21,6.27,40.7,33.4,13.2,1,0,0,1777
50.94,0.67,1.46,82.3,44.9,23.6,1,0,1,1778
46.37,1.57,8.23,90.8,30.0,31.4,2,1,1,1779
61.02,3.98,2.35,56.6,35.4,27.0,1,0,1,1780
40.96,-1.0,6.52,51.0,29.1,17.4,1,0,1,1781
62.54,-1.73,4.05,12.8,29.8,24.0,0,0,1,1782
51.54,-4.89,5.96,89.1,37.4,27.9,1,1,1,1783
55.93,3.27,1.07,11.2,43.4,28.2,1,1,0,1784
56.48,3.01,0.17,95.0,33.6,26.7,2,1,0,1785
62.38,-3.96,9.1,54.0,39.2,31.8,2,0,0,1786
55.92,0.77,2.7,40.8,22.2,31.8,0,0,0,1787
55.35,-0.36,8.2,93.2,25.3,24.5,2,1,0,1788
41.67,-3.81,9.99,12.2,32.6,20.7,0,1,1,1789
52.96,4.81,2.11,62.3,20.5,26.0,0,1,0,1790
43.75,-2.85,2.65,59.4,26.3,30.5,1,1,0,1791
58.44,-4.33,6.63,29.7,32.9,10.1,0,1,0,1792
52.81,0.95,9.65,48.6,20.4,34.8,1,0,0,1793
57.01,2.39,9.16,68.7,26.6,14.6,0,1,0,1794
41.04,-4.68,5.03,75.4,32.9,21.8,2,0,0,1795
42.12,1.59,7.95,10.1,34.3,31.8,2,0,0,1796
57.91,0.32,1.36,94.3,43.1,15.6,2,0,0,1797
41.8,-3.97,9.77,24.8,36.1,21.9,0,0,0,1798
41.78,-3.27,9.64,31.0,30.4,13.3,0,1,1,1799
40.3,0.68,1.64,33.7,43.3,19.9,1,0,0,1800
63.91,-2.04,2.99,13.4,39.6,14.4,1,1,0,1801
58.44,4.38,1.0,21.1,25.0,19.1,1,0,1,1802
48.83,3.19,2.72,98.8,23.3,19.3,1,1,1,1803
47.41,4.84,8.16,38.4,36.9,34.8,0,1,0,1804
48.74,-2.4,3.78,20.4,34.0,34.9,0,0,0,1805
59.37,4.7,0.88,19.6,39.7,12.9,1,1,0,1806
56.53,-0.69,3.42,74.8,38.5,28.1,0,0,1,1807
44.63,-1.52,9.81,86.9,35.6,11.3,0,1,0,1808
44.35,-4.5,6.3,33.1,44.7,10.8,0,0,1,1809
42.46,-4.47,4.16,11.9,33.3,12.6,0,0,1,1810
56.51,1.92,1.67,30.1,22.8,34.1,1,1,1,1811
59.11,-0.42,9.86,15.1,40.7,33.5,1,1,1,1812
46.63,-2.73,8.21,19.3,26.3,14.8,0,0,1,1813
40.52,1.14,2.81,48.8,39.4,14.0,2,0,0,1814
42.05,-2.47,0.7,30.7,43.9,16.0,1,1,0,1815
64.2,0.78,0.57,56.4,37.4,22.9,1,0,1,1816
47.39,-1.41,1.2,32.8,34.9,24.2,2,0,1,1817
59.23,3.24,5.81,94.6,31.5,15.5,1,0,1,1818
55.62,3.21,9.29,91.5,29.1,28.9,2,1,1,1819
49.55,-0.23,4.97,61.0,28.8,17.7,2,0,0,1820
45.14,-1.49,8.43,41.9,35.9,33.1,0,0,1,1821
43.03,-1.37,4.46,44.3,38.8,26.4,1,1,1,1822
55.38,3.06,7.09,47.1,37.0,20.9,2,0,0,1823
59.37,-1.72,7.32,75.5,25.0,29.7,0,0,0,1824
56.1,-2.91,1.74,50.6,32.3,30.4,1,0,0,1825
53.26,-4.15,3.61,87.1,39.8,17.3,0,0,0,1826
41.05,-0.33,6.37,95.0,31.9,18.5,0,1,1,1827
64.21,-0.18,0.71,40.2,33.4,33.4,2,0,1,1828
59.97,3.41,3.62,60.5,39.3,14.1,1,0,1,1829
47.32,-2.79,5.35,18.6,36.5,11.1,0,0,1,1830
64.5,-1.19,9.96,28.0,30.2,21.4,2,0,1,1831
55.05,3.08,4.75,47.2,42.4,30.0,2,0,1,1832
54.56,3.24,8.16,28.6,24.1,29.3,0,1,1,1833
58.7,-1.15,4.32,88.9,44.9,33.0,0,1,1,1834
60.29,-0.41,7.96,24.2,23.0,23.3,2,0,1,1835
56.41,-1.97,5.95,51.0,20.4,12.5,0,0,0,1836
43.2,4.33,8.87,64.5,42.3,24.7,0,1,1,1837
48.46,-3.81,4.11,72.3,26.1,29.5,1,1,0,1838
63.2,4.34,6.04,44.5,38.2,12.3,2,1,0,1839
45.62,1.84,6.3,88.2,40.3,14.3,0,0,0,1840
49.3,0.32,4.17,61.1,41.5,10.3,2,0,0,1841
50.8,-4.67,1.44,49.6,44.8,24.8,1,0,1,1842
50.99,-0.24,0.94,16.1,27.4,32.2,2,0,0,1843
55.32,-0.92,0.17,51.8,37.8,26.8,2,0,0,1844
63.58,-3.39,8.74,83.9,22.9,34.6,2,0,1,1845
46.02,1.56,2.36,65.3,30.2,11.6,1,1,0,1846
43.04,4.71,2.12,84.9,41.2,32.6,1,1,1,1847
44.94,0.62,7.36,54.5,29.2,30.4,2,0,1,1848
62.17,2.15,3.2,20.7,34.8,17.9,2,0,1,1849
56.15,-4.32,5.06,11.2,32.6,34.3,1,0,1,1850
47.15,-0.82,1.63,37.3,36.1,17.2,0,1,0,1851
60.4,-3.84,9.6,72.8,44.3,32.2,1,1,1,1852
61.53,1.13,8.52,81.1,21.4,32.0,2,1,0,1853
61.16,4.38,8.64,36.6,34.3,28.9,0,1,0,1854
62.97,1.62,4.07,54.6,41.6,24.1,0,0,1,1855
46.31,-4.23,7.62,47.9,32.0,13.0,0,1,0,1856
58.88,-1.45,1.44,46.9,22.0,23.3,1,1,1,1857
51.51,0.51,0.09,30.8,34.0,18.9,1,0,0,1858
61.05,-0.97,0.2,22.3,28.3,29.8,1,0,0,1859
58.21,3.34,5.87,27.7,23.9,29.0,1,0,0,1860
59.41,3.15,4.55,15.0,41.2,32.8,2,1,0,1861
56.4,1.12,5.18,27.8,33.0,10.4,0,0,1,1862
44.44,-1.27,0.07,10.8,43.3,30.2,2,1,1,1863
53.63,-2.45,4.23,66.5,40.2,33.5,1,1,0,1864
64.62,-3.94,7.18,38.5,37.3,29.7,1,1,0,1865
63.43,-1.45,4.43,97.6,20.1,13.3,2,1,0,1866
41.08,-0.87,7.32,27.4,30.7,12.0,0,0,0,1867
44.12,1.76,2.33,41.1,24.9,10.5,0,0,1,1868
43.29,1.58,8.13,42.2,42.8,25.7,1,1,0,1869
58.15,-4.3,5.88,10.8,24.4,25.7,1,0,0,1870
60.44,-1.05,2.11,85.5,27.2,34.7,1,1,0,1871
45.34,-3.18,2.37,12.9,32.9,20.0,1,1,1,1872
52.65,-3.43,6.28,94.6,26.6,18.3,0,0,0,1873
61.02,3.27,8.3,90.3,25.2,25.6,2,0,1,1874
58.32,-4.58,4.16,58.2,35.0,30.6,0,1,1,1875
53.56,-0.81,2.58,58.9,22.2,33.4,2,0,0,1876
54.76,-3.32,8.67,68.8,21.5,30.1,1,1,0,1877
52.71,3.79,6.69,44.8,29.3,20.7,1,0,0,1878
47.44,0.57,4.48,68.3,38.0,25.9,2,1,1,1879
54.13,-2.69,4.88,14.0,33.9,31.4,1,1,1,1880
57.22,0.02,2.04,14.9,30.6,22.3,0,0,0,1881
61.83,2.31,6.27,51.2,34.1,15.4,1,0,1,1882
55.91,4.58,3.59,59.5,29.1,14.2,1,1,0,1883
59.03,-2.8,9.96,89.9,43.4,10.0,1,0,0,1884
44.0,3.86,4.8,19.4,21.4,28.0,1,0,0,1885
51.54,4.34,4.86,84.0,36.8,12.8,0,1,0,1886
40.23,4.16,5.66,28.9,42.3,16.1,2,1,0,1887
46.17,1.35,9.17,45.5,40.1,17.4,1,0,0,1888
58.16,1.3,8.01,38.5,24.6,24.0,1,0,1,1889
64.8,-0.97,4.51,46.0,27.4,19.9,0,1,1,1890
42.48,2.52,7.19,23.5,37.9,26.9,0,1,1,1891
50.04,0.31,5.86,55.3,22.1,11.4,0,1,0,1892
60.0,1.77,4.92,82.1,40.3,13.1,1,1,0,1893
45.1,-0.72,1.92,49.7,38.0,22.5,2,1,0,1894
53.88,2.31,4.64,54.2,38.2,18.4,0,1,1,1895
58.33,3.24,2.46,86.4,22.5,17.4,0,1,0,1896
55.4,-3.54,9.15,73.5,37.9,11.7,0,1,1,1897
44.7,3.33,3.35,54.1,37.0,32.4,2,0,0,1898
48.88,0.4,9.52,33.2,40.8,27.3,1,0,1,1899
59.59,3.45,5.33,89.6,21.0,13.0,1,0,0,1900
53.86,-0.69,6.32,61.9,20.6,11.6,1,1,0,1901
40.13,-1.21,5.43,29.9,29.3,34.4,0,0,1,1902
59.02,4.15,1.29,34.2,23.7,27.0,1,1,1,1903
40.88,-2.49,3.76,82.3,34.0,20.4,0,0,1,1904
58.64,3.44,0.99,14.0,42.9,27.5,2,1,0,1905
45.06,-0.16,6.23,99.3,29.8,28.9,2,1,1,1906
63.95,0.14,4.47,21.7,41.1,29.5,1,0,1,1907
49.2,-1.92,7.78,81.6,20.0,21.9,0,1,0,1908
48.17,0.73,2.2,45.5,24.2,20.7,0,0,0,1909
43.72,-1.75,1.65,54.3,20.8,10.3,1,0,1,1910
47.64,-4.61,4.06,89.3,28.2,33.2,2,0,0,1911
61.92,-2.28,9.27,47.2,42.7,25.1,2,0,1,1912
64.91,-4.94,7.1,58.4,22.4,15.1,2,0,1,1913
49.21,4.78,4.19,14.4,35.2,33.0,2,0,1,1914
51.22,4.66,5.17,10.2,31.3,32.9,2,0,0,1915
58.05,-1.05,0.84,32.0,43.5,34.7,1,0,1,1916
62.15,2.28,9.85,71.3,23.1,31.9,1,0,1,1917
54.83,-1.54,6.66,20.9,25.3,34.9,1,1,0,1918
49.79,1.71,2.85,20.2,20.7,16.1,2,1,1,1919
50.32,3.05,5.86,47.0,30.8,31.1,2,0,1,1920
57.39,4.47,1.09,68.3,26.9,30.6,1,1,1,1921
40.08,-1.0,9.66,74.1,41.7,15.8,1,1,0,1922
55.49,2.83,1.75,26.1,35.1,12.5,2,0,1,1923
48.89,-2.34,6.48,17.2,35.4,34.5,0,0,0,1924
59.85,4.9,2.45,94.6,33.3,17.4,1,1,0,1925
42.32,-4.74,7.18,33.5,22.3,31.8,2,0,1,1926
54.71,1.04,7.77,86.8,31.1,10.1,2,0,1,1927
52.02,1.6,6.73,87.7,45.0,10.5,1,0,0,1928
56.06,1.88,6.14,79.5,40.9,21.6,0,1,1,1929
41.62,-3.8,8.92,25.2,42.3,16.0,2,0,1,1930
54.5,4.39,0.79,84.0,40.6,27.2,1,1,0,1931
54.04,-3.19,3.31,79.2,22.6,24.1,2,0,1,1932
54.02,1.23,2.48,63.7,25.7,11.9,2,0,1,1933
55.09,-2.77,9.88,40.3,20.1,14.1,2,1,0,1934
56.91,-1.93,3.89,33.6,27.6,19.7,2,0,1,1935
60.12,0.46,7.33,21.0,22.7,14.6,0,1,0,1936
46.75,-0.83,6.85,55.9,31.8,29.8,1,1,0,1937
60.63,-3.4,2.12,62.7,36.9,20.4,1,0,1,1938
52.46,-3.29,2.39,42.3,41.9,12.3,1,0,0,1939
41.93,-0.82,2.81,52.8,38.7,22.1,1,1,1,1940
41.46,2.57,4.11,42.7,43.5,12.3,1,1,1,1941
48.36,3.98,2.34,67.7,21.3,13.2,0,0,0,1942
59.62,-4.16,0.2,91.1,20.3,16.0,2,0,0,1943
57.69,-1.07,8.79,24.8,36.5,31.5,2,0,0,1944
59.72,-4.0,9.66,44.3,27.2,33.1,1,0,0,1945
52.93,-4.83,3.42,22.7,26.3,30.7,2,0,0,1946
51.0,1.62,3.39,66.2,28.3,18.4,2,1,0,1947
43.69,1.02,0.07,75.6,26.7,16.8,2,1,1,1948
48.2,-3.37,6.8,93.9,32.8,23.7,1,1,1,1949
50.85,-2.66,8.25,35.1,31.0,28.0,1,1,0,1950
42.22,-4.76,1.47,95.5,32.8,34.8,0,0,1,1951
45.52,3.35,1.6,15.7,36.8,13.3,1,1,0,1952
54.96,4.75,7.9,64.3,29.7,11.2,0,0,0,1953
58.39,-3.65,6.16,15.1,26.3,27.4,1,0,1,1954
64.96,-2.69,0.45,90.4,24.2,30.8,2,0,1,1955
63.33,3.68,6.23,57.7,28.7,31.2,0,0,0,1956
56.06,4.26,3.09,70.2,38.5,27.0,0,0,0,1957
50.53,-0.8,3.69,84.8,38.9,33.9,0,1,0,1958
55.9,-4.49,7.7,23.5,36.7,22.8,1,0,1,1959
59.64,-4.61,8.11,13.5,25.9,32.8,0,0,0,1960
42.96,0.74,4.0,89.1,34.7,34.2,1,0,0,1961
50.25,-1.07,9.47,38.3,34.3,31.2,0,1,1,1962
61.0,-4.71,4.06,21.6,32.1,17.7,1,0,1,1963
49.6,0.83,7.72,52.2,33.7,14.9,0,0,1,1964
54.3,-4.89,4.84,63.8,32.3,23.7,2,0,0,1965
54.69,2.87,8.98,12.8,34.1,21.3,2,1,0,1966
44.61,-1.94,9.08,34.7,37.9,31.9,0,0,1,1967
49.06,-4.6,0.87,13.0,22.7,12.5,1,1,0,1968
48.36,0.88,9.36,47.8,38.7,16.4,1,1,0,1969
40.65,-1.02,8.26,90.6,23.4,28.8,1,0,1,1970
40.6,4.74,7.91,98.4,21.7,12.4,2,1,1,1971
60.79,0.44,2.01,67.3,44.4,18.0,2,1,0,1972
46.83,-2.25,8.05,24.5,43.9,19.7,2,0,1,1973
52.95,2.09,8.5,91.5,21.5,25.6,1,0,1,1974
47.47,-2.29,2.89,56.5,31.1,14.0,1,0,0,1975
63.52,4.04,9.52,23.8,24.7,31.5,1,0,0,1976
46.48,-1.25,0.5,93.0,32.1,21.2,0,1,0,1977
50.74,0.5,1.5,78.2,40.8,32.9,0,1,0,1978
61.82,-4.49,5.38,75.9,43.8,21.7,0,0,0,1979
61.05,-0.74,5.76,73.8,35.9,16.9,2,0,0,1980
44.65,3.32,6.45,28.0,28.8,13.5,2,0,1,1981
60.07,3.06,0.17,29.0,35.1,10.1,1,1,1,1982
51.45,-2.76,9.6,71.9,27.8,23.3,0,0,1,1983
52.07,-2.74,0.45,29.8,42.7,12.7,1,1,0,1984
43.34,3.17,1.43,49.5,41.8,19.8,0,1,0,1985
42.02,4.3,0.14,80.4,34.0,24.7,0,1,0,1986
58.2,-4.05,5.67,80.6,28.1,16.9,1,1,0,1987
52.41,-0.5,9.32,50.8,27.3,14.4,1,0,0,1988
50.92,-1.63,6.66,81.3,20.8,29.4,0,0,1,1989
58.24,3.71,8.23,85.5,40.4,33.7,0,0,0,1990
59.14,-4.16,0.13,68.9,31.3,12.5,2,1,1,1991
43.97,-2.89,5.42,30.6,28.1,13.9,1,1,0,1992
55.26,2.52,4.6,34.7,31.8,34.0,1,0,1,1993
43.38,-4.49,4.99,38.3,40.5,10.9,1,1,1,1994
58.78,-0.07,0.72,20.5,23.1,34.4,1,1,1,1995
56.42,-0.58,6.84,34.6,41.4,10.1,0,1,1,1996
63.92,-1.66,5.03,28.9,42.4,31.8,2,0,1,1997
41.72,-1.05,7.65,51.0,43.7,17.7,1,0,1,1998
41.43,0.3,4.85,91.8,29.9,33.5,0,0,1,1999
47.05,-3.39,1.49,19.4,25.4,17.9,0,1,0,2000
